doc_name,date,auteur,titre,canon,gender,naissance,mort,genre
1939_Colette_Duo-Le-Toutounier,1939,colette,duo le toutounier,canon,female,1873,1954,
1959_San-Antonio_Entre-la-vie-et-la-morgue,1959,san antonio,entre la vie et la morgue,non_canon,male,1921,2000,érotisme
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-I,1843,feval paul,les mysteres de londres,non_canon,male,1816,1887,policier
1851_Ceard-Henry_Belle-journee,1851,ceard henry,belle journee,non_canon,male,1851,1924,
1960_Delly_Le-sceau-de-Satan,1960,delly,le sceau de satan,non_canon,female,1875,1947,roman sentimental
1917_Boylesve-Rene_Le-Bonheur-a-cinq-sous,1917,boylesve rene,le bonheur a cinq sous,non_canon,male,1867,1926,nouvelles
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-II,1847,sue eugene,martin l enfant trouve,canon,male,1847,1847,cycles et séries
2006_Jouet-Jacques_L-amour-comme-on-l-apprend-a-l-Ecole-hoteliere,2006,jouet jacques,l amour comme on l apprend a l ecole hoteliere,non_canon,male,1947,20--,
1822_Arlincourt-Charles-Victor_Le-renégat_Tome-1,1822,arlincourt charles victor,le renégat,non_canon,male,1788,1856,roman historique
1959_San-Antonio_Prenez-en-de-la-graine,1959,san antonio,prenez en de la graine,non_canon,male,1921,2000,érotisme
1904_Gautier-Judith_Le-paravent-de-soie-et-d-or,1904,gautier judith,le paravent de soie et d or,non_canon,female,1845,1917,nouvelles
1897_Mary-Jules_Les-Filles-de-la-pocharde,1897,mary jules,les filles de la pocharde,non_canon,male,1851,1922,
1928_Delly_Coeurs-ennemis-Orietta,1928,delly,coeurs ennemis orietta,non_canon,female,1875,1947,
1972_Boileau-Narcejac_La-vie-en-miettes,1972,boileau narcejac,la vie en miettes,non_canon,male,1906,1989,policier
1874_Huysmans-Joris-Karl_Le-drageoir-aux-epices,1874,huysmans joris karl,le drageoir aux epices,canon,male,1848,1907,fragments
1973_Barjavel-Rene_Le-Grand-Secret,1973,barjavel rene,le grand secret,non_canon,male,1911,1985,roman d'aventures
1925_Zevaco-Michel_Le-Fils-de-Pardaillan_tome-1,1925,zevaco michel,le fils de pardaillan,non_canon,male,1860,1918,roman d'aventures
1898_Lesueur-Daniel_Levres-closes,1898,lesueur daniel,levres closes,non_canon,female,1854,1921,
1892_Allais-Alphonse_Vive-la-vie,1892,allais alphonse,vive la vie,non_canon,male,1854,1905,nouvelles
1884_Sernhac-Jocelyn_Le-Credit-gaulois,1884,sernhac jocelyn,le credit gaulois,non_canon,male,1???,1???,érotisme
1843_Dumas-Alexandre_Georges,1843,dumas alexandre,georges,canon,male,1802,1870,roman historique
2011_Bauchau-Henry_L-Enfant-rieur,2011,bauchau henry,l enfant rieur,canon,male,1913,2012,roman historique
1852_Ponson-du-Terrail-Pierre_La-Baronne-trepassee,1852,ponson du terrail pierre,la baronne trepassee,non_canon,male,1829,1871,fantastique
2013_Rolin-Jean_Ormuz,2013,rolin jean,ormuz,canon,male,1949,20--,
1846_Lacombe-Patrice_La-terre-paternelle,1846,lacombe patrice,la terre paternelle,non_canon,male,1807,1863,
1878_Revillon-Tony_Noemi,1878,revillon tony,noemi,non_canon,male,1832,1898,roman d'aventures
1831_Hugo-Victor_Notre-Dame-de-Paris_(Tome-1),1831,hugo victor,notre dame de paris,canon,male,1802,1885,roman historique
1881_Richebourg-Emile_Le-fils,1881,richebourg emile,le fils,non_canon,male,1833,1898,
1845_Feval-Paul_Les-Contes-de-nos-peres,1845,feval paul,les contes de nos peres,non_canon,male,1816,1887,nouvelles
1939_Fargue-Leon-Paul_Le-Pieton-De-Paris,1939,fargue leon paul,le pieton de paris,canon,male,1876,1947,mémoires et autobiographie
1843_Sand-George_La-Comtesse-de-Rudolstadt,1843,sand george,la comtesse de rudolstadt,canon,female,1804,1876,roman d'aventures
2007_Millet-Richard_L-orient-desert,2007,millet richard,l orient desert,canon,male,1953,20--,
1858_Feuillet-Octave_Le-roman-d-un-jeune-homme-pauvre,1858,feuillet octave,le roman d un jeune homme pauvre,non_canon,male,1821,1890,
1909_Feval-Paul-fils_Les-suites-de-lagardere_7-Le-parc-aux-cerfs,1909,feval paul fils,les suites de lagardere,non_canon,male,1860,1933,roman d'aventures
1845_Viel-Castel-Horace-de_Archambaud-de-Comborn,1845,viel castel horace de,archambaud de comborn,non_canon,male,1802,1864,roman historique
1935_Delly_Un-marquis-de-Carabas,1935,delly,un marquis de carabas,non_canon,female,1875,1947,roman sentimental
1859_Feval-Paul_La-Maison-de-Pilate,1859,feval paul,la maison de pilate,non_canon,male,1816,1887,roman d'aventures
1945_Delly_La-maison-des-rossignols,1945,delly,la maison des rossignols,non_canon,female,1875,1947,roman sentimental
2008_Vargas-Fred_Un-lieu-incertain,2008,vargas fred,un lieu incertain,non_canon,female,1957,20--,policier
1899_Loti-Pierre_La-chanson-des-vieux-epoux,1899,loti pierre,la chanson des vieux epoux,canon,male,1850,1923,nouvelles
2000_Carrere-Emmanuel_L-adversaire,2000,carrere emmanuel,l adversaire,canon,male,1957,20--,non-fiction
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-IV-La-revanche-du-Vieux-Monde,1899,le rouge gustave,la conspiration des milliardaires,non_canon,male,1867,1938,roman d'aventures
1896_Boylesve-Rene_Le-Medecin-des-Dames-de-Neans,1896,boylesve rene,le medecin des dames de neans,non_canon,male,1867,1926,
2003_Grange-Jean-Christophe_L-empire-des-loups,2003,grange jean christophe,l empire des loups,non_canon,male,1961,20--,policier
1907_Mael-Pierre_Le-Forban-noir,1907,mael pierre,le forban noir,non_canon,male,1895,1895,littérature jeunesse
1875_Zola-Emile_La-faute-de-l-abbe-Mouret,1875,zola emile,la faute de l abbe mouret,canon,male,1840,1902,cycles et séries
1842_Hugo-Victor_Le-Rhin_I,1842,hugo victor,le rhin,canon,male,1802,1885,épistolaire
1991_Perec-Georges_Cantatrix-Sopranica-L-Et-Autres-Ecrits-Scientifiques,1991,perec georges,cantatrix sopranica l et autres ecrits scientifiques,canon,male,1936,1982,non-fiction
1923_Radiguet-Raymond_Le-diable-au-corps,1923,radiguet raymond,le diable au corps,non_canon,male,1903,1923,
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-1),1876,boisgobey fortune du,les mysteres du nouveau paris,non_canon,male,1821,1891,
1928_Colette_La-naissance-du-jour,1928,colette,la naissance du jour,canon,female,1873,1954,mémoires et autobiographie
1916_Ardel-Henri_Le-chemin-qui-descend,1916,ardel henri,le chemin qui descend,non_canon,female,1863,1938,roman sentimental
1891_Maquet-Auguste_La-belle-Gabrielle_Tome-1,1891,maquet auguste,la belle gabrielle,non_canon,male,1813,1888,roman d'aventures
1925_Crevel-Rene_Mon-corps-et-moi,1925,crevel rene,mon corps et moi,canon,male,1900,1935,
1878_Greville-Henry_Les-epreuves-de-Raissa,1878,greville henry,les epreuves de raissa,non_canon,female,1842,1902,
1897_Roussel-Raymond_La-doublure,1897,roussel raymond,la doublure,canon,male,1877,1933,
1959_Sagan-Françoise_Aimez-vous-Brahms,1959,sagan françoise,aimez vous brahms,non_canon,female,1935,2004,
1833_Musset-Alfred-de_Gamiani-ou-Deux-Nuits-d-Exces,1833,musset alfred de,gamiani ou deux nuits d exces,canon,male,1810,1857,
1892_Stolz-Madame-de_La-famille-Coquelicot,1892,stolz madame de,la famille coquelicot,non_canon,female,1820,1898,littérature jeunesse
1995_Bergounioux-Pierre_Miette,1995,bergounioux pierre,miette,canon,male,1949,20--,
1942_Aragon-Louis_Les-Voyageurs-de-l-Imperiale,1942,aragon louis,les voyageurs de l imperiale,canon,male,1897,1982,
2017_Murail-Marie-Aude_Sauveur-Fils_4,2017,murail marie aude,sauveur fils,non_canon,female,1954,XXXX,littérature jeunesse
1876_Husson-Mme-de_La-Fille-du-rabbin,1876,husson mme de,la fille du rabbin,non_canon,female,1827,18??,
1885_Belot-Adophe_Une-affolee-d'amour,1885,belot adophe,une affolee d'amour,non_canon,male,1829,1890,
1910_Leroux-Gaston_Le-parfum-de-la-Dame-en-noir,1910,leroux gaston,le parfum de la dame en noir,non_canon,male,1868,1927,policier
1879_Goncourt-Edmond_Les-freres-Zemganno,1879,goncourt edmond,les freres zemganno,canon,male,1822,1896,
2008_Oster-Christian_Trois-hommes-seuls,2008,oster christian,trois hommes seuls,non_canon,male,1949,20--,
1881_Huysmans-Joris-Karl_En-menage,1881,huysmans joris karl,en menage,canon,male,1848,1907,
1840_Dumas-Alexandre_Le-Capitaine-Pamphile,1840,dumas alexandre,le capitaine pamphile,canon,male,1802,1870,roman d'aventures
1884_Daudet-Alphonse_Sapho,1884,daudet alphonse,sapho,canon,male,1840,1897,
1975_San-Antonio_La-vie-privee-de-Walter-Klozett,1975,san antonio,la vie privee de walter klozett,non_canon,male,1921,2000,érotisme
1987_Simon-Claude_L-invitation,1987,simon claude,l invitation,canon,male,1913,2005,
1903_Colette_Claudine-s-en-va,1903,colette,claudine s en va,canon,female,1873,1954,cycles et séries
1883_Cherbuliez-Victor_La-ferme-du-Choquard,1883,cherbuliez victor,la ferme du choquard,non_canon,male,1829,1899,
1972_A.D.G._Les-trois-Badours,1972,a.d.g.,les trois badours,non_canon,male,1947,2004,policier
1920_Toulet-Paul-Jean_La-jeune-fille-verte,1920,toulet paul jean,la jeune fille verte,non_canon,male,1867,1920,
1917_Nadaud-Marcel_Chignole,1917,nadaud marcel,chignole,non_canon,male,1889,unknown,
2009_Bergounioux-Pierre_Une-chambre-en-Hollande,2009,bergounioux pierre,une chambre en hollande,canon,male,1949,20--,non-fiction
1918_Laberge-Albert_La-Scouine,1918,laberge albert,la scouine,non_canon,male,1871,1960,
2009_Nothomb-Amelie_Le-Voyage-d-hiver,2009,nothomb amelie,le voyage d hiver,canon,female,1966,20--,
1879_Fabre-Ferdinand_Les-Courbezon-scenes-de-la-vie-clericale,1879,fabre ferdinand,les courbezon scenes de la vie clericale,non_canon,male,1827,1898,
1884_Chavette-Eugene_Le-saucisson-a-pattes_II-Le-plan-de-Cardeuc,1884,chavette eugene,le saucisson a pattes,non_canon,male,1827,1902,roman historique
1987_Echenoz-Jean_Equipee-malaise,1987,echenoz jean,equipee malaise,canon,male,1947,20--,roman d'aventures
1857_About-Edmond_Le-Roi-des-montagnes,1857,about edmond,le roi des montagnes,non_canon,male,1828,1885,roman d'aventures
1843_Dumas-Alexandre_Gabriel-Lambert,1843,dumas alexandre,gabriel lambert,canon,male,1802,1870,
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-I,1827,vidocq eugene françois,memoires de vidocq,non_canon,male,1775,1857,mémoires et autobiographie
2011_Darrieussecq-Marie_Cleves,2011,darrieussecq marie,cleves,canon,female,1969,20--,
2013_Tesson-Sylvain_Dans-les-forets-de-Siberie,2013,tesson sylvain,dans les forets de siberie,non_canon,male,1972,unknown,récit de voyage
2004_Grange-Jean-Christophe_La-Ligne-noire,2004,grange jean christophe,la ligne noire,non_canon,male,1961,2004,policier
1921_Pagnol-Marcel_La-Petite-Fille-aux-yeux-sombres-suivi-de-Les-secrets-de-Dieu,1921,pagnol marcel,la petite fille aux yeux sombres suivi de les secrets de dieu,non_canon,male,1895,1974,
1894_France-Anatole_Le-Lys-rouge,1894,france anatole,le lys rouge,canon,male,1844,1924,
2008_Enard-Mathias_Zone,2008,enard mathias,zone,canon,male,1972,20--,
1926_Delly_L'infidele,1926,delly,l'infidele,non_canon,female,1875,1947,roman sentimental
1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-II,1886,boisgobey fortune du,la bande rouge,non_canon,male,1821,1891,policier
1893_Segur-Anatole-de_Les-Enfants-de-Paris,1893,segur anatole de,les enfants de paris,non_canon,male,1823,1902,non-fiction
1898_Bourget-Paul_La-duchesse-bleue,1898,bourget paul,la duchesse bleue,canon,male,1898,1898,roman sentimental
1929_Bernanos-Georges_La-joie,1929,bernanos georges,la joie,canon,male,1888,1948,
1986_Duras-Marguerite_Les-Yeux-Bleus-Cheveux-Noirs,1986,duras marguerite,les yeux bleus cheveux noirs,canon,female,1914,1996,
1857_Feval-Paul_Les-Errants-de-la-nuit,1857,feval paul,les errants de la nuit,non_canon,male,1816,1887,roman d'aventures
1882_Sauniere-Paul_Le-Capitaine-Marius,1882,sauniere paul,le capitaine marius,non_canon,male,1827,1894,roman d'aventures
1867_Segur-comtesse-de_Le-Mauvais-Genie,1867,segur comtesse de,le mauvais genie,non_canon,female,1799,1874,littérature jeunesse
2006_Millet-Richard_Devorations,2006,millet richard,devorations,canon,male,1953,20--,
1911_Leroux-Gaston_Balaoo,1911,leroux gaston,balaoo,non_canon,male,1868,1927,policier
1994_Bove-Emmanuel_Memoires-d-un-homme-singulier,1994,bove emmanuel,memoires d un homme singulier,non_canon,male,1898,1945,mémoires et autobiographie
1984_Daeninckx-Didier_Le-der-des-ders,1984,daeninckx didier,le der des ders,canon,male,1949,20--,policier
1848_Musset-Paul-de_La-Chevre-Jaune,1848,musset paul de,la chevre jaune,non_canon,male,1804,1880,
1902_Le-Rouge-Gustave_La-Princesse-des-airs_Tome-II,1902,le rouge gustave,la princesse des airs,non_canon,male,1902,1902,roman d'aventures
1893_Feval-Paul-fils_les-suites-de-lagardere_2-les-chevauchees-de-lagardere,1893,feval paul fils,les suites de lagardere,non_canon,male,1860,1933,roman d'aventures
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen,1887,pont jest rene de,le cas du docteur plemen,non_canon,male,1887,1887,policier
1974_Yourcenar-Marguerite_Souvenirs-pieux,1974,yourcenar marguerite,souvenirs pieux,canon,female,1903,1987,mémoires et autobiographie
1903_Strauss-Renee-Paul_Au-pays-basque,1903,strauss renee paul,au pays basque,non_canon,female,1???,1???,
2015_Claro_Dans-la-queue-le-venin,2015,claro,dans la queue le venin,non_canon,male,1962,20--,érotisme
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc,1894,gautier judith,memoires d un elephant blanc,non_canon,female,1845,1917,littérature jeunesse
1908_Dhanys-Marcel_Marcel-Dhanys-Le-Roman-du-grand-Conde,1908,dhanys marcel,marcel dhanys le roman du grand conde,non_canon,female,unknown,unknown,littérature jeunesse
1887_Villiers-de-l-Isle-Adam-Auguste_Tribulat-Bonhomet,1887,villiers de l isle adam auguste,tribulat bonhomet,canon,male,1838,1889,nouvelles
1855_Dumas-Alexandre_Le-page-du-duc-de-Savoie_II,1855,dumas alexandre,le page du duc de savoie,canon,male,1802,1870,roman d'aventures
1980_Siniac-Pierre_L-unijambiste-de-la-cote-284,1980,siniac pierre,l unijambiste de la cote 284,non_canon,male,1928,2002,policier
1845_Flaubert-Gustave_La-premiere-education-sentimentale,1845,flaubert gustave,la premiere education sentimentale,canon,male,1821,1880,
2010_Rolin-Jean_Le-Ravissement-de-Britney-Spears,2010,rolin jean,le ravissement de britney spears,canon,male,1949,20--,
1922_Leblanc-Maurice_Le-Cercle-rouge,1922,leblanc maurice,le cercle rouge,non_canon,male,1864,1941,policier
2004_Bouraoui-Nina_Poupee-Bella,2004,bouraoui nina,poupee bella,non_canon,female,1967,20--,
1920_Leroux-Gaston_Rouletabille-chez-Krupp,1920,leroux gaston,rouletabille chez krupp,non_canon,male,1868,1927,policier
2002_Tournier-Michel_Journal-Extime,2002,tournier michel,journal extime,canon,male,1924,2016,journal intime
1846_Balzac-Honore-de_Le-Medecin-de-campagne,1846,balzac honore de,le medecin de campagne,canon,male,1799,1850,cycles et séries
1867_Sauquet-Victor_L-Enfant-des-montagnes,1867,sauquet victor,l enfant des montagnes,non_canon,male,1???,1???,littérature jeunesse
1887_Bourget-Paul_Mensonges,1887,bourget paul,mensonges,canon,male,1852,1935,
1993_Rolin-Olivier_L-Invention-du-monde,1993,rolin olivier,l invention du monde,canon,male,1947,20--,
1887_Guy-de-Maupassant_Le-Horla,1887,guy de maupassant,le horla,canon,male,1850,1893,fantastique
1821_Arlincourt-Charles-Victor_Le-Solitaire,1821,arlincourt charles victor,le solitaire,non_canon,male,1788,1856,roman historique
1860_Vars-Emilie-de_Une-deception,1860,vars emilie de,une deception,non_canon,female,18??,1877,
2017_Murail-Marie-Aude_Sauveur-Fils_3,2017,murail marie aude,sauveur fils,non_canon,female,1954,XXXX,littérature jeunesse
1867_Ponson-du-Terrail-Pierre-Alexis-de_L-heritage-de-Corinne-La-Mule-de-satin,1867,ponson du terrail pierre alexis de,l heritage de corinne la mule de satin,non_canon,male,1829,1871,nouvelles
1854_Dumas-Alexandre_Les-Mohicans-de-Paris_2,1854,dumas alexandre,les mohicans de paris,canon,male,1802,1870,roman d'aventures
1879_Vignon-Claude_Revoltee,1879,vignon claude,revoltee,non_canon,female,1828,1888,roman historique
1908_Savine-Albert_L-Assassinat-de-la-Duchesse-de-Praslin,1908,savine albert,l assassinat de la duchesse de praslin,non_canon,male,1959,1927,roman historique
1851_Souvestre-Emile_Les-derniers-paysans_Tome-2,1851,souvestre emile,les derniers paysans,non_canon,male,1806,1854,
1958_San-Antonio_Tu-vas-trinquer-San-Antonio,1958,san antonio,tu vas trinquer san antonio,non_canon,male,1921,2000,érotisme
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee,1893,vadier berthe,rose et rosette odyssee d une trop belle poupee,non_canon,female,1836,1921,littérature jeunesse
1890_Zola-Emile_La-bete-humaine,1890,zola emile,la bete humaine,canon,male,1840,1902,cycles et séries
2009_Viel-Tanguy_Paris-Brest,2009,viel tanguy,paris brest,non_canon,male,1973,20--,
1892_Verne-Jules_Le-Chateau-des-Carpathes,1892,verne jules,le chateau des carpathes,canon,male,1828,1905,roman d'aventures
1842_Dumas-Alexandre_Le-Chevalier-d-Harmental,1842,dumas alexandre,le chevalier d harmental,canon,male,1802,1870,roman d'aventures
1884_Ferry-Gabriel_Le-coureur-des-bois-ou-les-chercheurs-d'or_1,1884,ferry gabriel,le coureur des bois ou les chercheurs d'or,non_canon,male,1809,1852,roman d'aventures
1877_Gueroult-Constant_Le-Retour-de-Rocambole,1877,gueroult constant,le retour de rocambole,non_canon,male,1814,1882,roman d'aventures
2007_Chandernagor-Françoise_La-voyageuse-de-nuit,2007,chandernagor françoise,la voyageuse de nuit,non_canon,female,1945,20--,
1925_Robida-Albert_Un-chalet-dans-les-airs,1925,robida albert,un chalet dans les airs,non_canon,male,1848,1926,littérature jeunesse
1947_Camus-Albert_La-peste,1947,camus albert,la peste,canon,male,1913,1960,
1849_Sue-Eugene_Les-Mysteres-du-peuple_Tome-II,1849,sue eugene,les mysteres du peuple,canon,male,1804,1857,roman historique
1890_Bourget-Paul_Un-Coeur-de-femme,1890,bourget paul,un coeur de femme,canon,male,1852,1935,
1965_San-Antonio_La-rate-au-court-bouillon,1965,san antonio,la rate au court bouillon,non_canon,male,1921,2000,érotisme
1879_Belot-Adolphe_Une-Joueuse,1879,belot adolphe,une joueuse,non_canon,male,1829,1890,
1977_San-Antonio_Remets-ton-slip-gondolier,1977,san antonio,remets ton slip gondolier,non_canon,male,1921,2000,érotisme
1897_Bazin-Rene_De-toute-son-ame,1897,bazin rene,de toute son ame,non_canon,male,1853,1932,
1956_Thomas-Henri_La-nuit-de-Londres,1956,thomas henri,la nuit de londres,canon,male,1912,1993,
1949_Simenon-Georges_Maigret-et-la-vieille-dame,1949,simenon georges,maigret et la vieille dame,canon,male,1903,1989,policier
2013_Millet-Richard_Une-artiste-du-sexe,2013,millet richard,une artiste du sexe,canon,male,1953,20..,
1881_Valles-Jules_L-Enfant,1881,valles jules,l enfant,canon,male,1832,1885,mémoires et autobiographie
1931_Leblanc-Maurice_La-Barre-y-va,1931,leblanc maurice,la barre y va,non_canon,male,1864,1941,policier
1919_Giraudoux-Jean_Elpenor,1919,giraudoux jean,elpenor,canon,male,1882,1944,
1908_Leblanc-Maurice_Arsene-Lupin-contre-Herlock-Sholmes,1908,leblanc maurice,arsene lupin contre herlock sholmes,non_canon,male,1864,1941,policier
1929_Nemirovsky-Irene_David-Golder,1929,nemirovsky irene,david golder,non_canon,female,1903,1942,
1909_Leblanc-Maurice_L-Aiguille-creuse,1909,leblanc maurice,l aiguille creuse,non_canon,male,1864,1941,policier
1855_Nerval-Gerard-de_Aurelia,1855,nerval gerard de,aurelia,canon,male,1855,1855,
1952_Simenon-Georges_Le-revolver-de-Maigret,1952,simenon georges,le revolver de maigret,canon,male,1903,1989,policier
1930_Leblanc-Maurice_Le-prince-de-Jericho,1930,leblanc maurice,le prince de jericho,non_canon,male,1864,1941,policier
1922_Galopin-Arnould_Memoires-d-un-cambrioleur-retire-des-affaires,1922,galopin arnould,memoires d un cambrioleur retire des affaires,non_canon,male,1863,1934,policier
1851_Dumas-Alexandre_Olympe-de-Cleves_II,1851,dumas alexandre,olympe de cleves,canon,male,1802,1870,roman historique 
1887_Bloy-Leon_Le-Desespere,1887,bloy leon,le desespere,canon,male,1846,1917,
1880_Deslys-Charles_L-ami-du-village,1880,deslys charles,l ami du village,non_canon,male,1821,1885,
1926_Genevoix-Maurice_La-boite-a-peche,1926,genevoix maurice,la boite a peche,non_canon,male,1890,1980,
2010_Daeninckx-Didier_Galadio,2010,daeninckx didier,galadio,canon,male,1949,20--,roman historique
1931_Delly_Le-candelabre-du-temple,1931,delly,le candelabre du temple,non_canon,female,1875,1947,roman sentimental
1959_Veuzit-Max-du_La-belle-etrangere,1959,veuzit max du,la belle etrangere,non_canon,female,1876,1952,roman sentimental
1957_Delly_Le-sphinx-d'emeraude,1957,delly,le sphinx d'emeraude,non_canon,female,1875,1947,roman historique
1934_Veuzit-Max-du_Un-mari-de-premier-choix,1934,veuzit max du,un mari de premier choix,non_canon,female,1876,1952,roman sentimental
1923_Chateaubriant-Alphonse-de_La-Briere,1923,chateaubriant alphonse de,la briere,non_canon,male,1877,1951,
1977_Yourcenar-Marguerite_Archives-du-Nord,1977,yourcenar marguerite,archives du nord,canon,female,1903,1987,mémoires et autobiographie
1900_Beaugrand-Honore_La-chasse-galerie,1900,beaugrand honore,la chasse galerie,non_canon,male,1848,1906,nouvelles
1867_Gaboriau-Emile_Le-dossier-113,1867,gaboriau emile,le dossier 113,non_canon,male,1832,1873,policier
1903_Huysmans-Joris-Karl_L'Oblat,1903,huysmans joris karl,l'oblat,canon,male,1848,1907,cycles et séries
1925_Leroux-Gaston_Les-Tenebreuses_1,1925,leroux gaston,les tenebreuses,non_canon,male,1868,1927,policier
1846_Balzac-Honore-de_L’Envers-de-l-histoire-contemporaine,1846,balzac honore de,l’envers de l histoire contemporaine,canon,male,1799,1850,cycles et séries
1884_Avenel-Paul_Une-amie-devouee,1884,avenel paul,une amie devouee,non_canon,male,1823,1902,
1888_Boisgobey-Fortune-du_L-Oeil-de-chat_Tome2,1888,boisgobey fortune du,l oeil de chat,non_canon,male,1821,1891,policier
1950_Delly_Rue-des-trois-graces,1950,delly,rue des trois graces,non_canon,female,1875,1947,roman sentimental
1922_Mauriac-François_Le-baiser-au-lepreux,1922,mauriac françois,le baiser au lepreux,canon,male,1885,1970,
1995_Chevillard-Eric_Un-fantome,1995,chevillard eric,un fantome,canon,male,1964,XXXX,
2007_Millet-Richard_Corps-en-dessous,2007,millet richard,corps en dessous,canon,male,1953,20--,nouvelles
1864_Erckmann-Chatrian_L-ami-Fritz,1864,erckmann chatrian,l ami fritz,non_canon,male,1822,1899,
1874_Gobineau-Joseph_Les-Pleiades,1874,gobineau joseph,les pleiades,non_canon,male,1816,1882,
1881_Greville-Henry_Perdue,1881,greville henry,perdue,non_canon,female,1842,1902,
1954_Delly_Aelys-aux-cheveux-d'or,1954,delly,aelys aux cheveux d'or,non_canon,female,1875,1947,roman sentimental
1872_Daudet-Alphonse_Le-Bon-Dieu-de-Chemille-qui-n-est-ni-pour-ni-contre,1872,daudet alphonse,le bon dieu de chemille qui n est ni pour ni contre,canon,male,1840,1897,nouvelles
1837_Nodier-Charles_Ines-de-Las-Sierras,1837,nodier charles,ines de las sierras,canon,male,1780,1844,
1879_Navery-Raoul-de_La-Fille-du-roi-Dagobert,1879,navery raoul de,la fille du roi dagobert,non_canon,female,1829,1885,nouvelles
1874_Feval-Paul_Le-dernier-vivant,1874,feval paul,le dernier vivant,non_canon,male,1816,1887,policier
1854_Dumas-Alexandre_Catherine-Blum,1854,dumas alexandre,catherine blum,canon,male,1802,1870,policier
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,1869,erckmann chatrian,histoire d un paysan,non_canon,male,1822,1899,cycles et séries
1846_Dumas-Alexandre_La-Dame-de-Monsoreau,1846,dumas alexandre,la dame de monsoreau,canon,male,1802,1870,roman d'aventures
1982_Laurent-Jacques_Les-dimanches-de-Mademoiselle-Beaunon,1982,laurent jacques,les dimanches de mademoiselle beaunon,non_canon,male,1919,2000,
1874_Stolz-Madame-de_Les-Poches-de-mon-oncle,1874,stolz madame de,les poches de mon oncle,non_canon,female,1820,1898,littérature jeunesse
1842_Grosset-J-M._Cecilia-ou-Le-bigame-episode-d-un-voyage-en-Italie,1842,grosset j m.,cecilia ou le bigame episode d un voyage en italie,non_canon,male,1???,1???,
1867_Assollant-Alfred_Aventures-merveilleuses-mais-authentiques-du-capitaine-Corcoran-Premiere-Partie,1867,assollant alfred,aventures merveilleuses mais authentiques du capitaine corcoran premiere partie,non_canon,male,1827,1886,roman d'aventures
1950_Delly_Les-seigneurs-loups,1950,delly,les seigneurs loups,non_canon,female,1875,1947,roman historique
1950_Veuzit-Max-du_Un-singulier-mariage,1950,veuzit max du,un singulier mariage,non_canon,female,1876,1952,roman sentimental
1880_Fleuriot-Zenaide_Tranquille-et-Tourbillon,1880,fleuriot zenaide,tranquille et tourbillon,non_canon,female,1829,1890,littérature jeunesse
1845_Sue-Eugene_Le-juif-errant_tome-I,1845,sue eugene,le juif errant,canon,male,1804,1857,roman d'aventures
1951_Delly_La-maison-des-belles-colonnes-la-louve-devorante,1951,delly,la maison des belles colonnes la louve devorante,non_canon,female,1875,1947,roman sentimental
1854_Collin-de-Plancy-Jacques_Les-Tribulations-de-Robillard,1854,collin de plancy jacques,les tribulations de robillard,non_canon,male,1794,1881,
1960_Delly_Le-feu-sous-la-glace,1960,delly,le feu sous la glace,non_canon,female,1875,1947,roman d'aventures
1888_Daudet-Alphonse_L-Immortel,1888,daudet alphonse,l immortel,canon,male,1840,1897,
1928_Delly_Cœurs-ennemis-Laquelle,1928,delly,cœurs ennemis laquelle,non_canon,female,1875,1947,roman sentimental
2002_Calet-Henri_Poussieres-de-la-route,2002,calet henri,poussieres de la route,non_canon,male,1904,1956,non-fiction
1845_Dumas-Alexandre_Les-freres-Corses,1845,dumas alexandre,les freres corses,canon,male,1802,1870,
1862_Deslys-Charles_La-Loi-de-Dieu,1862,deslys charles,la loi de dieu,non_canon,male,1821,1885,
1859_Saintine-X-B._Metamorphoses-de-la-femme,1859,saintine x b.,metamorphoses de la femme,non_canon,male,1789,1865,nouvelles
2012_Adam-Olivier_Les-Lisieres,2012,adam olivier,les lisieres,non_canon,male,1974,20--,
1869_Flaubert-Gustave_L-Education-sentimentale,1869,flaubert gustave,l education sentimentale,canon,male,1821,1880,
1914_Rolland-Romain_Colas-Breugnon,1914,rolland romain,colas breugnon,canon,male,1866,1944,roman historique
1878_Houssaye-Arsene_Les-Trois-duchesses_Volume-2,1878,houssaye arsene,les trois duchesses,non_canon,male,1814,1896,cycles et séries
2011_Gaude-Laurent_Les-Oliviers-du-Negus,2011,gaude laurent,les oliviers du negus,non_canon,male,1972,20--,nouvelles
1967_San-Antonio_Y-a-de-l-action,1967,san antonio,y a de l action,non_canon,male,1921,2000,érotisme
1866_Gouraud-Julie_Mémoires-d'un-caniche,1866,gouraud julie,mémoires d'un caniche,non_canon,female,1810,1891,littérature jeunesse
1886_Michel-Louise_Memoires,1886,michel louise,memoires,canon,female,1830,1905,mémoires et autobiographie
