doc_name,date,auteur,titre,canon,gender,naissance,mort,genre
1888_Malot-Hector_Conscience,1888,malot hector,conscience,non_canon,male,1830,1907,
1901_Lesueur-Daniel_L-honneur-d-une-femme,1901,lesueur daniel,l honneur d une femme,non_canon,female,1854,1921,
1878_Assollant-Alfred_Le-plus-hardi-des-gueux,1878,assollant alfred,le plus hardi des gueux,non_canon,male,1827,1886,littérature jeunesse
2015_Riboulet-Mathieu_Entre-les-deux-il-n-y-a-rien,2015,riboulet mathieu,entre les deux il n y a rien,non_canon,male,1960,2018,mémoires et autobiographie
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,1876,aimard gustave,le chasseur de rats,non_canon,male,1818,1883,roman d'aventures
1908_Barbusse-Henri_L-enfer,1908,barbusse henri,l enfer,canon,male,1873,1935,érotisme
1832_Desprez-Ernest_Un-enfant_tome-1,1832,desprez ernest,un enfant,non_canon,male,1801,1859,
1869_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-L-Orgue-de-Barbarie,1869,ponson du terrail pierre alexis de,les heros de la vie privee l orgue de barbarie,non_canon,male,1829,1871,
1906_Galopin-Arnould_Le-Docteur-Omega,1906,galopin arnould,le docteur omega,non_canon,male,1863,1934,fantastique
1951_Beckett-Samuel_Malone-meurt,1951,beckett samuel,malone meurt,canon,male,1906,1989,cycles et séries
1888_Blandy-Stella_L-Oncle-Philibert,1888,blandy stella,l oncle philibert,non_canon,female,1836,1925,littérature jeunesse
1954_Beauvoir-Simone-de_Les-Mandarins_2,1954,beauvoir simone de,les mandarins,canon,female,1908,1986,
2014_Echenoz-Jean_Caprice-de-la-reine,2014,echenoz jean,caprice de la reine,canon,male,1947,20--,nouvelles
1994_Jonquet-Thierry_La-vie-de-ma-mere,1994,jonquet thierry,la vie de ma mere,non_canon,male,1954,2009,policier
1884_Gouraud-Julie_La-petite-maîtresse-de-maison,1884,gouraud julie,la petite maîtresse de maison,non_canon,female,1810,1891,
1922_Colette_La-maison-de-Claudine,1922,colette,la maison de claudine,canon,female,1873,1954,mémoires et autobiographie
1851_Souvestre-Emile_Un-philosophe-sous-les-toits,1851,souvestre emile,un philosophe sous les toits,non_canon,male,1806,1854,
1879_Merouvel-Charles_La-Vertu-de-l-abbe-Mirande-moeurs-parisiennes,1879,merouvel charles,la vertu de l abbe mirande moeurs parisiennes,non_canon,male,1832,1920,
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume 6),1856,feval paul,madame gil blas souvenirs et aventures d une femme de notre temps,non_canon,male,1816,1887,cycles et séries
1953_Magali_La-voyageuse-clandestine,1953,magali,la voyageuse clandestine,non_canon,female,1898,1986,roman sentimental
1895_Louÿs-Pierre_Aphrodite--moeurs-antiques,1895,louÿs pierre,aphrodite  moeurs antiques,canon,male,1870,1925,érotisme
1960_Simenon-Georges_Maigret-aux-assises,1960,simenon georges,maigret aux assises,canon,male,1903,1989,policier
1957_San-Antonio_La-tombola-des-voyous,1957,san antonio,la tombola des voyous,non_canon,male,1921,2000,érotisme
1994_Laurent-Jacques_Croire-a-Noel,1994,laurent jacques,croire a noel,non_canon,male,1919,2000,nouvelles
2003_Jouet-Jacques_Mon-bel-autocar,2003,jouet jacques,mon bel autocar,non_canon,male,1947,20--,
1858_Gouraud-Julie_Les-Vacances-d-Yvonne,1858,gouraud julie,les vacances d yvonne,non_canon,female,1810,1891,littérature jeunesse
1856_Texier-Edmond-Auguste_Amour-et-finance,1856,texier edmond auguste,amour et finance,non_canon,male,1815,1887,
2008_Millet-Catherine_Jour-de-souffrance,2008,millet catherine,jour de souffrance,canon,female,1948,20--,mémoires et autobiographie
1878_Chevalier-H-Emile_La-fille-du-pirate,1878,chevalier h emile,la fille du pirate,non_canon,male,1828,1879,roman d'aventures
1911_Rosny-aine-J-H_La-guerre-du-feu,1911,rosny aine j h,la guerre du feu,non_canon,male,1856,1940,science-fiction
1879_Bouvier-Alexis_La-femme-du-mort_Tome-I,1879,bouvier alexis,la femme du mort,non_canon,male,1836,1892,roman d'aventures
1912_Delly_Fleurs-du-foyer-fleurs-du-cloitre,1912,delly,fleurs du foyer fleurs du cloitre,non_canon,female,1875,1947,roman sentimental
1881_Cladel-Leon_Les-Va-Nu-Pieds,1881,cladel leon,les va nu pieds,non_canon,male,1835,1892,nouvelles
2008_Bouraoui-Nina_Appelez-moi-par-mon-prenom,2008,bouraoui nina,appelez moi par mon prenom,non_canon,female,1967,20--,
1931_Simenon-Georges_Au-Rendez-vous-des-Terre-Neuvas,1931,simenon georges,au rendez vous des terre neuvas,canon,male,1903,1989,policier
1999_Nothomb-Amelie_Le-Mystere-par-excellence,1999,nothomb amelie,le mystere par excellence,canon,female,1966,20--,nouvelles
1992_Nothomb-Amelie_Hygiene-de-l-assassin,1992,nothomb amelie,hygiene de l assassin,canon,female,1966,20--,
1884_Guy-de-Maupassant_Les-soeurs-Rondoli,1884,guy de maupassant,les soeurs rondoli,canon,male,1850,1893,nouvelles
1887_Zola-Emile_La-terre,1887,zola emile,la terre,canon,male,1840,1902,cycles et séries
1891_Metenier-Oscar_Zezette--moeurs-foraines,1891,metenier oscar,zezette  moeurs foraines,non_canon,male,1859,1913,
1955_Dhotel-Andre_Le-pays-ou-l-on-n-arrive-jamais,1955,dhotel andre,le pays ou l on n arrive jamais,canon,male,1900,1991,littérature jeunesse
1921_Aragon-Louis_Anicet-ou-le-panorama,1921,aragon louis,anicet ou le panorama,canon,male,1897,1982,
1874_Feval-Paul_Le-dernier-vivant_2,1874,feval paul,le dernier vivant,non_canon,male,1816,1887,policier
1926_Bazin-Rene_Baltus-le-Lorrain,1926,bazin rene,baltus le lorrain,non_canon,male,1853,1932,
1900_Colette_La-retraite-sentimentale,1900,colette,la retraite sentimentale,canon,female,1873,1954,
1902_Bazin-Rene_Contes-de-bonne-Perrette,1902,bazin rene,contes de bonne perrette,non_canon,male,1853,1932,nouvelles
1893_Lesueur-Daniel_Justice-de-femme,1893,lesueur daniel,justice de femme,non_canon,female,1854,1921,
1923_Proust-Marcel_La-Prisonniere,1923,proust marcel,la prisonniere,canon,male,1871,1922,cycles et séries
1975_Sagan-Françoise_Des-yeux-de-soie,1975,sagan françoise,des yeux de soie,non_canon,female,1935,2004,nouvelles
1926_Delly_Le-secret-de-la-Luzette,1926,delly,le secret de la luzette,non_canon,female,1875,1947,roman sentimental
1942_Guilloux-Louis_Le-pain-des-reves,1942,guilloux louis,le pain des reves,canon,male,1899,1980,mémoires et autobiographie
1884_France-Jeanne_Le-Mystere-d-un-vieux-chateau,1884,france jeanne,le mystere d un vieux chateau,non_canon,female,1848,1924,roman historique
1881_Erckmann-Chatrian_Les-Vieux-de-la-Vieille-Justine-et-Lucien.,1881,erckmann chatrian,les vieux de la vieille justine et lucien.,non_canon,male,1826,1890,littérature jeunesse
1912_Zevaco-Michel_La-Marquise-de-Pompadour,1912,zevaco michel,la marquise de pompadour,non_canon,male,1860,1918,roman historique
1933_Simenon-Georges_L-Ecluse-n°1,1933,simenon georges,l ecluse n°1,canon,male,1903,1989,policier
1900_Allais-Alphonse_Ne-nous-frappons-pas,1900,allais alphonse,ne nous frappons pas,non_canon,male,1854,1905,
1873_Daudet-Alphonse_Wood-stown,1873,daudet alphonse,wood stown,canon,male,1840,1897,fantastique
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-II,1869,ponson du terrail pierre,le forgeron de la cour dieu,non_canon,male,1829,1871,roman d'aventures
1961_San-Antonio_Ne-mangez-pas-la-consigne,1961,san antonio,ne mangez pas la consigne,non_canon,male,1921,2000,érotisme
1920_Boylesve-Rene_Le-carrosse-aux-deux-lezards-verts,1920,boylesve rene,le carrosse aux deux lezards verts,non_canon,male,1867,1926,fantastique
1942_Fargue-Leon-Paul_Refuges,1942,fargue leon paul,refuges,canon,male,1876,1947,fragments
1954_Simenon-Georges_Maigret-chez-le-ministre,1954,simenon georges,maigret chez le ministre,canon,male,1903,1989,policier
1884_Gouraud-Julie_Le-Vieux-chateau,1884,gouraud julie,le vieux chateau,non_canon,female,1810,1891,littérature jeunesse
1921_Allais-Alphonse_a-l-oeil,1921,allais alphonse,a l oeil,non_canon,male,1854,1905,nouvelles
1842_Balzac-Honore-de_Le-Contrat-de-mariage,1842,balzac honore de,le contrat de mariage,canon,male,1799,1850,cycles et séries
1884_Ambo-Gustave_Un-voyage-de-noces,1884,ambo gustave,un voyage de noces,non_canon,male,unknown,unknown,
1998_Daeninckx-Didier_Cannibale,1998,daeninckx didier,cannibale,canon,male,1949,20--,roman historique
1850_Feval-Paul_Les-Belles-de-nuit-ou-Les-Anges-de-la-famille_Tome-II,1850,feval paul,les belles de nuit ou les anges de la famille,non_canon,male,1816,1887,roman d'aventures
1958_Pagnol-Marcel_Le-Chateau-de-ma-mere,1958,pagnol marcel,le chateau de ma mere,non_canon,male,1895,1974,littérature jeunesse
1891_Feval-Paul_La-vampire,1891,feval paul,la vampire,non_canon,male,1816,1887,fantastique
1871_Gaboriau-Emile_La-Degringolade_Tome-1,1871,gaboriau emile,la degringolade,non_canon,male,1832,1873,policier
1904_Toulet-Paul-Jean_Les-tendres-menages,1904,toulet paul jean,les tendres menages,non_canon,male,1867,1920,
2003_Modiano-Patrick_Accident-nocturne,2003,modiano patrick,accident nocturne,canon,male,1945,20--,mémoires et autobiographie
1892_Prevost-Marcel_L-automne-d-une-femme,1892,prevost marcel,l automne d une femme,non_canon,male,1862,1941,
1869_Ponson-du-Terrail-Pierre-Alexis-de_La-reine-des-barricades,1869,ponson du terrail pierre alexis de,la reine des barricades,non_canon,male,1829,1871,roman d'aventures
1955_Simenon-Georges_Maigret-tend-un-piege,1955,simenon georges,maigret tend un piege,canon,male,1903,1989,policier
1892_Frechette-Louis_Originaux-et-detraques,1892,frechette louis,originaux et detraques,non_canon,male,1839,1908,nouvelles
2000_Sollers-Philippe_Passion-Fixe,2000,sollers philippe,passion fixe,canon,male,1936,20--,
1914_Gide-Andre_Les-Caves-du-Vatican,1914,gide andre,les caves du vatican,canon,male,1869,1951,
1875_Thierry-Gilbert_L-Aventure-d-une-ame-en-peine,1875,thierry gilbert,l aventure d une ame en peine,non_canon,male,1843,1915,
1876_Musset-Paul-de_Histoires-de-trois-maniaques,1876,musset paul de,histoires de trois maniaques,non_canon,male,1804,1880,fantastique
1877_Flaubert-Gustave_Les-Trois-Contes,1877,flaubert gustave,les trois contes,canon,male,1821,1880,nouvelles
1985_Carrere-Emmanuel_La-Moustache,1985,carrere emmanuel,la moustache,canon,male,1957,20--,
1924_Le-Rouge-Gustave_Cinq-nouvelles-extraordinaires,1924,le rouge gustave,cinq nouvelles extraordinaires,non_canon,male,1867,1938,fantastique
1898_Cherbuliez-Victor_Jacquine-Vanesse,1898,cherbuliez victor,jacquine vanesse,non_canon,male,1829,1899,roman sentimental
1940_Delly_Le-drame-de-l'étang-aux-biches,1940,delly,le drame de l'étang aux biches,non_canon,female,1875,1947,roman sentimental
1954_Beauvoir-Simone-de_Les-Mandarins_1,1954,beauvoir simone de,les mandarins,canon,female,1908,1986,
2011_Borromee-Pierre_L-hermine-etait-pourpre,2011,borromee pierre,l hermine etait pourpre,non_canon,male,XXXX,XXXX,policier
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-1,1849,chateaubriand françois rene de,memoires d outre tombe,canon,male,1768,1848,mémoires et autobiographie
1879_Aimard-Gustave_Le-fils-du-Soleil,1879,aimard gustave,le fils du soleil,non_canon,male,1818,1883,roman d'aventures
1905_Dourliac-Arthur_Ma-petite,1905,dourliac arthur,ma petite,non_canon,male,1848,1905,
1891_Tinseau-Leon-de_Plus-fort-que-la-haine,1891,tinseau leon de,plus fort que la haine,non_canon,male,1844,1921,
1996_Bergounioux-Pierre_La-mort-de-Brune,1996,bergounioux pierre,la mort de brune,canon,male,1949,20--,mémoires et autobiographie
1830_Merimee-Prosper_La-Partie-de-Trictrac,1830,merimee prosper,la partie de trictrac,canon,male,1803,1870,nouvelles
1921_Proust-Marcel_Le-Cote-de-Guermantes,1921,proust marcel,le cote de guermantes,canon,male,1871,1922,cycles et séries
1986_Bergounioux-Pierre_La-bete-faramineuse,1986,bergounioux pierre,la bete faramineuse,canon,male,1949,20--,mémoires et autobiographie
1879_Uchard-Mario_L-Etoile-de-Jean,1879,uchard mario,l etoile de jean,non_canon,male,1824,1893,
1880_Greville-Henry_Croquis,1880,greville henry,croquis,non_canon,female,1842,1902,
1911_Montesquiou-Fezensac-Robert-de_La-petite-mademoiselle,1911,montesquiou fezensac robert de,la petite mademoiselle,non_canon,male,1855,1921,
1905_Rolland-Romain_Jean-Christophe_Tome-IV-La-revolte,1905,rolland romain,jean christophe,canon,male,1866,1944,cycles et séries
1955_Delly_Salvatore-Falnerra,1955,delly,salvatore falnerra,non_canon,female,1875,1947,roman sentimental
2013_Toussaint-Jean-Philippe_Nue,2013,toussaint jean philippe,nue,canon,male,1957,20--,cycles et séries
1858_Veuillot-Louis_L-Honnete-femme,1858,veuillot louis,l honnete femme,non_canon,male,1813,1883,
1886_Villiers-de-l-Isle-Adam_L-Eve-future,1886,villiers de l isle adam,l eve future,canon,male,1838,1889,
1855_Barbara-Charles_L'assassinat-du-pont-rouge,1855,barbara charles,l'assassinat du pont rouge,non_canon,male,1817,1866,policier
1936_Veuzit-Max-du_Le-vieux-puits,1936,veuzit max du,le vieux puits,non_canon,female,1876,1952,roman sentimental
2003_Echenoz-Jean_Au-Piano,2003,echenoz jean,au piano,canon,male,1947,20--,fantastique
1958_Very-Pierre_Les-disparus-de-Saint-Agil,1958,very pierre,les disparus de saint agil,canon,male,1900,1960,littérature jeunesse
1909_Zevaco-Michel_Nostradamus,1909,zevaco michel,nostradamus,non_canon,male,1860,1918,roman d'aventures
1893_Allais-Alphonse_Pas-de-bile ,1893,allais alphonse,pas de bile ,non_canon,male,1854,1905,nouvelles
1858_Sue-Eugene_Miss-Mary-ou-l-Institutrice,1858,sue eugene,miss mary ou l institutrice,canon,male,1804,1857,
1906_Bazin-Rene_Stephanette,1906,bazin rene,stephanette,non_canon,male,1853,1922,
1956_San-Antonio_Au-suivant-de-ces-messieurs,1956,san antonio,au suivant de ces messieurs,non_canon,male,1921,2000,érotisme
1876_Geiger-Anna_Souvenirs-de-femme,1876,geiger anna,souvenirs de femme,non_canon,female,1???,1???,nouvelles
1847_Dumas-Alexandre_Les-Quarante-cinq,1847,dumas alexandre,les quarante cinq,canon,male,1802,1870,roman d'aventures
1859_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,1859,ponson du terrail pierre,les chevaliers du clair de lune,non_canon,male,1829,1871,roman d'aventures
1914_Apollinaire-Guillaume_Les-trois-Don-Juan,1914,apollinaire guillaume,les trois don juan,canon,male,1880,1918,roman d'aventures
1865_Gautier-Theophile_La-belle-Jenny,1865,gautier theophile,la belle jenny,canon,male,1811,1872,roman d'aventures
1888_Courteline-Georges_Les-femmes-d-amis,1888,courteline georges,les femmes d amis,non_canon,male,1858,1929,
1868_Daudet-Alphonse_Le-petit-Chose,1868,daudet alphonse,le petit chose,canon,male,1840,1897,mémoires et autobiographie
1881_Daudet-Alphonse_Numa-Roumestan,1881,daudet alphonse,numa roumestan,canon,male,1840,1897,
1822_Arlincourt-Charles-Victor_Le-renégat_Tome-2,1822,arlincourt charles victor,le renégat,non_canon,male,1788,1856,roman historique
1864_Goncourt-Edmond-de-Goncourt-Jules-de_Renee-Mauperin,1864,goncourt edmond de goncourt jules de,renee mauperin,canon,male,1822,19896,
1882_Greville-Henry_Madame-de-Dreux,1882,greville henry,madame de dreux,non_canon,female,1842,1902,
1836_Gozlan-Leon_Le-notaire-de-Chantilly,1836,gozlan leon,le notaire de chantilly,non_canon,male,1803,1866,
1930_Colette_Sido,1930,colette,sido,canon,female,1873,1954,mémoires et autobiographie
1949_Simenon-Georges_Maigret-chez-le-coroner,1949,simenon georges,maigret chez le coroner,canon,male,1903,1989,policier
1845_Balzac-Honore-de_L-Enfant-maudit,1845,balzac honore de,l enfant maudit,canon,male,1799,1850,roman historique
1901_Colette_Claudine-a-Paris,1901,colette,claudine a paris,canon,female,1873,1954,cycles et séries
1900_France-Anatole_Monsieur-Bergeret-a-Paris,1900,france anatole,monsieur bergeret a paris,canon,male,1844,1924,
1918_Genestoux-Magdeleine-du_Noemie-Hollemechette-Journal-d-une-petite-refugiee-belge,1918,genestoux magdeleine du,noemie hollemechette journal d une petite refugiee belge,non_canon,female,1873,1942,journal intime
1951_Gracq-Julien_Le-rivage-des-Syrtes,1951,gracq julien,le rivage des syrtes,canon,male,1910,2007,
1889_Verne-Jules_Au-XXIXe-siecle-ou-la-journee-d-un-journaliste-americain,1889,verne jules,au xxixe siecle ou la journee d un journaliste americain,canon,male,1828,1905,science-fiction
1892_Decourcelle-Pierre_Mam-zelle-Misere,1892,decourcelle pierre,mam zelle misere,non_canon,male,1856,1926,roman d'aventures
1926_Colette_La-Fin-de-Cheri,1926,colette,la fin de cheri,canon,female,1873,1954,
1876_Glady-Alberic_Male-et-femelle,1876,glady alberic,male et femelle,non_canon,male,1848,19..,
1878_Chavette-Eugene_Aime-de-son-concierge,1878,chavette eugene,aime de son concierge,non_canon,male,1827,1902,
2000_Djian-Philippe_Vers-chez-les-blancs,2000,djian philippe,vers chez les blancs,non_canon,male,1949,20--,érotisme
1927_Leblanc-Maurice_La-demoiselle-aux-yeux-verts,1927,leblanc maurice,la demoiselle aux yeux verts,non_canon,male,1864,1941,policier
1951_Giono-Jean_Le-Hussard-sur-le-toit,1951,giono jean,le hussard sur le toit,canon,male,1895,1970,
1975_San-Antonio_Maman-les-petits-bateaux,1975,san antonio,maman les petits bateaux,non_canon,male,1921,2000,érotisme
1857_Sand-George_Les-dames-vertes,1857,sand george,les dames vertes,canon,female,1804,1876,fantastique
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-IV,1847,sue eugene,martin l enfant trouve,canon,male,1847,1847,cycles et séries
1879_Verne-Jules_Les-Tribulations-d-un-Chinois-en-Chine,1879,verne jules,les tribulations d un chinois en chine,canon,male,1828,1905,roman d'aventures
1927_Colette_Le-Ble-en-herbe,1927,colette,le ble en herbe,canon,female,1873,1954,
2015_Germain-Sylvie_a-la-table-des-hommes,2015,germain sylvie,a la table des hommes,canon,female,1954,XXXX,
1911_Apollinaire-Guillaume_Les-exploits-d-un-jeune-don-Juan,1911,apollinaire guillaume,les exploits d un jeune don juan,canon,male,1880,1918,érotisme
1908_Zevaco-Michel_Fausta-Vaincue,1908,zevaco michel,fausta vaincue,non_canon,male,1860,1918,roman d'aventures
1844_Reybaud-Henriette-Etiennette-Fanny_Rose,1844,reybaud henriette etiennette fanny,rose,non_canon,female,1802,1870,
1904_Moselly-Emile_Jean-des-Brebis-ou-Le-livre-de-la-misere,1904,moselly emile,jean des brebis ou le livre de la misere,non_canon,male,1870,1918,nouvelles
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-IV-Les-Tribulations-de-Shoking,1868,ponson du terrail pierre,rocambole les miseres de londre,non_canon,male,1829,1871,roman d'aventures
1896_Allais-Alphonse_On-n-est-pas-des-boeufs,1896,allais alphonse,on n est pas des boeufs,non_canon,male,1896,1896,nouvelles
1993_Germain-Sylvie_Immensites,1993,germain sylvie,immensites,canon,female,1954,20--,
2000_Druon-Maurice_Les-Rois-Maudits,2000,druon maurice,les rois maudits,non_canon,male,1918,2009,roman historique
2004_Angot-Christine_Une-partie-du-coeur,2004,angot christine,une partie du coeur,canon,female,1959,20--,non-fiction
1904_Fournier-Jules_Le-crime-de-Lachine,1904,fournier jules,le crime de lachine,non_canon,male,1884,unknown,
1883_Berthet-Elie_La-Marchande-de-tabac,1883,berthet elie,la marchande de tabac,non_canon,male,1815,1891,
1960_San-Antonio_J-suis-comme-ça,1960,san antonio,j suis comme ça,non_canon,male,1921,2000,érotisme
1902_Lesueur-Daniel_Le-meurtre-d-une-ame,1902,lesueur daniel,le meurtre d une ame,non_canon,female,1854,1921,
1897_Loti-Pierre_Figures-et-choses-qui-passaient,1897,loti pierre,figures et choses qui passaient,canon,male,1850,1923,mémoires et autobiographie
1910_Fournier-Jules_Souvenirs-de-prison,1910,fournier jules,souvenirs de prison,non_canon,male,1884,1918,
1866_Erckmann-Chatrian_Le-Blocus,1866,erckmann chatrian,le blocus,non_canon,male,1822,1899,
2012_Chandernagor-Françoise_Les-Dames-de-Rome,2012,chandernagor françoise,les dames de rome,non_canon,female,1945,20--,roman historique
1868_La-Rive-William-de_La-Marquise-de-Clerol-par-William-de-La-Rive,1868,la rive william de,la marquise de clerol par william de la rive,non_canon,male,1827,1900,
1877_Daudet-Ernest_Le-Crime-de-Jean-Malory,1877,daudet ernest,le crime de jean malory,non_canon,male,1837,1921,
1905_Lermina-Jules_To-Ho-Le-Tueur-d-or,1905,lermina jules,to ho le tueur d or,non_canon,male,1839,1915,roman d'aventures
1976_San-Antonio_Concerto-pour-porte-jarrelle,1976,san antonio,concerto pour porte jarrelle,non_canon,male,1921,2000,policier
1845_Balzac-Honore-de_El-Verdugo,1845,balzac honore de,el verdugo,canon,male,1799,1850,cycles et séries
1934_Simenon-Georges_Maigret,1934,simenon georges,maigret,canon,male,1903,1989,policier
1860_Ulbach-Louis_L-ile-des-reves_Aventures-d-un-Anglais-qui-s-ennuie,1860,ulbach louis,l ile des reves,non_canon,male,1822,1889,
1949_Delly_La-villa-des-serpents,1949,delly,la villa des serpents,non_canon,female,1875,1947,roman sentimental
1864_Prost-Lacuzon-Jules_La-Tour-aux-viperes-chronique-jurassienne-du-XVe-siecle,1864,prost lacuzon jules,la tour aux viperes chronique jurassienne du xve siecle,non_canon,male,1817,1899,roman historique
1876_Gallet-Louis_Le-Capitaine-Satan,1876,gallet louis,le capitaine satan,non_canon,male,1835,1898,roman d'aventures
1882_Zola-Emile_Pot-Bouille,1882,zola emile,pot bouille,canon,male,1840,1902,cycles et séries
1896_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-IV-Le-desert-sideral,1896,graffigny h de le faure georges,aventures extraordinaires d un savant russe,canon,male,1856,1953,science-fiction
1877_Deslys-Charles_Le-blesse-de-Gravelotte,1877,deslys charles,le blesse de gravelotte,non_canon,male,1821,1885,
1960_Delly_La-colombe-de-Rudsay-Manor,1960,delly,la colombe de rudsay manor,non_canon,female,1875,1947,roman sentimental
1933_Leblanc-Maurice_La-femme-aux-deux-sourires,1933,leblanc maurice,la femme aux deux sourires,non_canon,male,1864,1941,policier
1889_Boisgobey-Fortune-du_Double-Blanc,1889,boisgobey fortune du,double blanc,non_canon,male,1821,1891,policier
1888_Eekhoud-Georges_La-Nouvelle-Carthage,1888,eekhoud georges,la nouvelle carthage,non_canon,male,1888,1888,
1920_Leblanc-Maurice_Les-trois-yeux,1920,leblanc maurice,les trois yeux,non_canon,male,1864,1941,fantastique
1877_Zola-Emile_L-assommoir,1877,zola emile,l assommoir,canon,male,1840,1902,cycles et séries
1855_Reybaud-Louis_Scenes-de-la-vie-moderne,1855,reybaud louis,scenes de la vie moderne,non_canon,male,1799,1879,
2010_Despentes-Virginie_Apocalypse-bebe,2010,despentes virginie,apocalypse bebe,canon,female,1969,20--,
1879_Perret-Paul_L-Ame-muree,1879,perret paul,l ame muree,non_canon,male,1830,1904,
2008_Grange-Jean-Christophe_Miserere,2008,grange jean christophe,miserere,non_canon,male,1961,20--,policier
1910_Roussel-Raymond_Impressions-d-Afrique,1910,roussel raymond,impressions d afrique,canon,male,1877,1933,roman d'aventures
1964_San-Antonio_Votez-Berurier,1964,san antonio,votez berurier,non_canon,male,1921,2000,érotisme
1890_Pont-Jest-Rene-de_Le-Fleuve-des-perles,1890,pont jest rene de,le fleuve des perles,non_canon,male,1830,1904,policier
1815_Gay-Sophie_Anatole_Vol-1,1815,gay sophie,anatole,non_canon,female,1776,1852,
1864_Aimard-Gustave_Le-Guaranis,1864,aimard gustave,le guaranis,non_canon,male,1818,1883,récit de voyage
1972_San-Antonio_Appelez-moi-cherie,1972,san antonio,appelez moi cherie,non_canon,male,1921,2000,érotisme
1845_Balzac-Honore-de_Adieu,1845,balzac honore de,adieu,canon,male,1799,1850,cycles et séries
1930_Galopin-Arnould_Le-sergent-Bucaille,1930,galopin arnould,le sergent bucaille,non_canon,male,1863,1934,roman historique
1963_Pagnol-Marcel_Manon-des-sources,1963,pagnol marcel,manon des sources,non_canon,male,1895,1974,
1855_Dumas-Alexandre_La-derniere-annee-de-Marie-Dorval,1855,dumas alexandre,la derniere annee de marie dorval,canon,male,1802,1870,mémoires et autobiographie
1926_Zevaco-Michel_La-Fin-de-Fausta,1926,zevaco michel,la fin de fausta,non_canon,male,1860,1918,roman d'aventures
1884_Mendes-Catulle_Jeunes-filles,1884,mendes catulle,jeunes filles,non_canon,male,1841,1909,nouvelles
1854_Dumas-Alexandre_Les-Mohicans-de-Paris_3,1854,dumas alexandre,les mohicans de paris,canon,male,1802,1870,roman d'aventures
1927_Gide-Andre_Voyage-au-Congo,1927,gide andre,voyage au congo,canon,male,1869,1951,journal intime
1932_Simenon-Georges_Liberty-Bar,1932,simenon georges,liberty bar,canon,male,1903,1989,policier
1852_Carraud-Zulma-Tourangin-Mme_La-petite-Jeanne,1852,carraud zulma tourangin mme,la petite jeanne,non_canon,female,1796,1889,littérature jeunesse
1871_Verne-Jules_Une-Ville-flottante,1871,verne jules,une ville flottante,canon,male,1828,1905,
2008_Musso-Guillaume_Je-reviens-te-chercher,2008,musso guillaume,je reviens te chercher,non_canon,male,1974,20--,roman sentimental
1909_Barres-Maurice_Colette-Baudoche,1909,barres maurice,colette baudoche,canon,male,1862,1923,
1850_Dumas-Alexandre_Le-Vicomte-de-Bragelonne,1850,dumas alexandre,le vicomte de bragelonne,canon,male,1802,1870,roman historique
1817_Barthelemy-Hadot-Marie-Adelaide_Les-Venitiens-ou-le-Capitaine-français_(Tome-2),1817,barthelemy hadot marie adelaide,les venitiens ou le capitaine français,non_canon,female,1763,1821,roman d'aventures
1893_Lemonnier-Camille_L-Homme-qui-tue-les-femmes,1893,lemonnier camille,l homme qui tue les femmes,non_canon,male,1844,1913,policier
1903_Nion-François_Bellefleur-roman-d'un-comedien-au-XVIIe-siecle,1903,nion françois,bellefleur roman d'un comedien au xviie siecle,non_canon,male,1856,1923,roman historique
1913_Leroux-Gaston_La-Reine-du-Sabbat,1913,leroux gaston,la reine du sabbat,non_canon,male,1868,1927,roman d'aventures
1883_Greville-Henry_Une-trahison,1883,greville henry,une trahison,non_canon,female,1842,1902,
1846_Balzac-Honore-de_Une-tenebreuse-affaire,1846,balzac honore de,une tenebreuse affaire,canon,male,1799,1850,policier
1974_San-Antonio_Si-Signore,1974,san antonio,si signore,non_canon,male,1921,2000,érotisme
1844_Balzac-Honore-de_La-Messe-de-l-athee,1844,balzac honore de,la messe de l athee,canon,male,1799,1850,cycles et séries
1831_Sue-Eugene_Atar-Gull,1831,sue eugene,atar gull,canon,male,1804,1857,roman d'aventures
1907_Zevaco-Michel_Le-Capitan,1907,zevaco michel,le capitan,non_canon,male,1860,1918,roman d'aventures
2013_Foenkinos-David_Je-vais-mieux,2013,foenkinos david,je vais mieux,non_canon,male,1974,20..,
1937_Audoux-Marguerite_Douce-Lumiere,1937,audoux marguerite,douce lumiere,non_canon,female,1863,1937,
1962_San-Antonio_San-Antonio-chez-les-Gones,1962,san antonio,san antonio chez les gones,non_canon,male,1921,2000,érotisme
1906_Level-Maurice_L-epouvante,1906,level maurice,l epouvante,non_canon,male,1875,1926,policier
2005_Musso-Guillaume_Sauve-moi,2005,musso guillaume,sauve moi,non_canon,male,1974,20--,roman sentimental
